	run	task	split	label	tn_count	fp_count	fn_count	tp_count	stratifier	stratum_key
133	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	test	_span_distance_30_	27	1	2	6	span_distance	30.0
134	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	test	_span_distance_31_	16	0	0	2	span_distance	31.0
135	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	test	_span_distance_33_	19	7	2	8	span_distance	33.0
136	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	test	_span1_length_1_	10429	989	1085	3949	span1_length	1.0
137	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	test	_span1_length_2_	1039	101	132	402	span1_length	2.0
138	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	test	_span1_length_3_	507	30	55	182	span1_length	3.0
139	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	test	_span1_length_4_	56	3	8	23	span1_length	4.0
140	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	test	_span2_length_1_	10498	957	1111	3940	span2_length	1.0
141	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	test	_span2_length_2_	747	103	89	375	span2_length	2.0
142	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	test	_span2_length_3_	565	43	64	192	span2_length	3.0
143	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	test	_span2_length_4_	192	20	12	46	span2_length	4.0
